MCKINLEY PARK,128,60609,12/12/2020,270,5279,5,107,61495,2374
BRIGHTON PARK,128,60609,12/12/2020,270,5279,5,107,61495,2374
ARMOUR SQUARE,128,60609,12/12/2020,270,5279,5,107,61495,2374
NEW CITY,128,60609,12/12/2020,270,5279,5,107,61495,2374
GAGE PARK,128,60609,12/12/2020,270,5279,5,107,61495,2374
WASHINGTON PARK,128,60609,12/12/2020,270,5279,5,107,61495,2374
FULLER PARK,128,60609,12/12/2020,270,5279,5,107,61495,2374
DOUGLAS,128,60609,12/12/2020,270,5279,5,107,61495,2374
GRAND BOULEVARD,128,60609,12/12/2020,270,5279,5,107,61495,2374
BRIDGEPORT,129,60609,12/26/2020,136,5607,2,115,61495,1611
MCKINLEY PARK,129,60609,12/26/2020,136,5607,2,115,61495,1611
BRIGHTON PARK,129,60609,12/26/2020,136,5607,2,115,61495,1611
ARMOUR SQUARE,129,60609,12/26/2020,136,5607,2,115,61495,1611
NEW CITY,129,60609,12/26/2020,136,5607,2,115,61495,1611
GAGE PARK,129,60609,12/26/2020,136,5607,2,115,61495,1611
WASHINGTON PARK,129,60609,12/26/2020,136,5607,2,115,61495,1611
FULLER PARK,129,60609,12/26/2020,136,5607,2,115,61495,1611
DOUGLAS,129,60609,12/26/2020,136,5607,2,115,61495,1611
GRAND BOULEVARD,129,60609,12/26/2020,136,5607,2,115,61495,1611
LOGAN SQUARE,138,60614,7/4/2020,50,617,3,68,71308,1550
LOGAN SQUARE,139,60614,7/11/2020,44,661,1,69,71308,1783
LOGAN SQUARE,140,60614,7/18/2020,33,694,1,70,71308,1942
LOGAN SQUARE,141,60614,7/25/2020,42,736,0,70,71308,1487
BRIDGEPORT,142,60609,5/8/2021,74,7292,3,147,61495,1448
MCKINLEY PARK,142,60609,5/8/2021,74,7292,3,147,61495,1448
BRIGHTON PARK,142,60609,5/8/2021,74,7292,3,147,61495,1448
ARMOUR SQUARE,142,60609,5/8/2021,74,7292,3,147,61495,1448
NEW CITY,142,60609,5/8/2021,74,7292,3,147,61495,1448
GAGE PARK,142,60609,5/8/2021,74,7292,3,147,61495,1448
WASHINGTON PARK,142,60609,5/8/2021,74,7292,3,147,61495,1448
FULLER PARK,142,60609,5/8/2021,74,7292,3,147,61495,1448
DOUGLAS,142,60609,5/8/2021,74,7292,3,147,61495,1448
GRAND BOULEVARD,142,60609,5/8/2021,74,7292,3,147,61495,1448
BRIDGEPORT,143,60609,6/5/2021,7,7406,2,155,61495,965
MCKINLEY PARK,143,60609,6/5/2021,7,7406,2,155,61495,965
BRIGHTON PARK,143,60609,6/5/2021,7,7406,2,155,61495,965
ARMOUR SQUARE,143,60609,6/5/2021,7,7406,2,155,61495,965
NEW CITY,143,60609,6/5/2021,7,7406,2,155,61495,965
GAGE PARK,143,60609,6/5/2021,7,7406,2,155,61495,965
WASHINGTON PARK,143,60609,6/5/2021,7,7406,2,155,61495,965
FULLER PARK,143,60609,6/5/2021,7,7406,2,155,61495,965
DOUGLAS,143,60609,6/5/2021,7,7406,2,155,61495,965
GRAND BOULEVARD,143,60609,6/5/2021,7,7406,2,155,61495,965
BRIDGEPORT,144,60609,6/26/2021,6,7428,0,156,61495,943
MCKINLEY PARK,144,60609,6/26/2021,6,7428,0,156,61495,943
BRIGHTON PARK,144,60609,6/26/2021,6,7428,0,156,61495,943
ARMOUR SQUARE,144,60609,6/26/2021,6,7428,0,156,61495,943
NEW CITY,144,60609,6/26/2021,6,7428,0,156,61495,943
GAGE PARK,144,60609,6/26/2021,6,7428,0,156,61495,943
WASHINGTON PARK,144,60609,6/26/2021,6,7428,0,156,61495,943
FULLER PARK,144,60609,6/26/2021,6,7428,0,156,61495,943
DOUGLAS,144,60609,6/26/2021,6,7428,0,156,61495,943
GRAND BOULEVARD,144,60609,6/26/2021,6,7428,0,156,61495,943
BRIDGEPORT,145,60609,7/3/2021,3,7431,0,156,61495,735
MCKINLEY PARK,145,60609,7/3/2021,3,7431,0,156,61495,735
BRIGHTON PARK,145,60609,7/3/2021,3,7431,0,156,61495,735
ARMOUR SQUARE,145,60609,7/3/2021,3,7431,0,156,61495,735
NEW CITY,145,60609,7/3/2021,3,7431,0,156,61495,735
GAGE PARK,145,60609,7/3/2021,3,7431,0,156,61495,735
WASHINGTON PARK,145,60609,7/3/2021,3,7431,0,156,61495,735
FULLER PARK,145,60609,7/3/2021,3,7431,0,156,61495,735
DOUGLAS,145,60609,7/3/2021,3,7431,0,156,61495,735
GRAND BOULEVARD,145,60609,7/3/2021,3,7431,0,156,61495,735
BRIDGEPORT,146,60609,7/10/2021,3,7434,0,156,61495,953
MCKINLEY PARK,146,60609,7/10/2021,3,7434,0,156,61495,953
BRIGHTON PARK,146,60609,7/10/2021,3,7434,0,156,61495,953
ARMOUR SQUARE,146,60609,7/10/2021,3,7434,0,156,61495,953
NEW CITY,146,60609,7/10/2021,3,7434,0,156,61495,953
GAGE PARK,146,60609,7/10/2021,3,7434,0,156,61495,953
WASHINGTON PARK,146,60609,7/10/2021,3,7434,0,156,61495,953
FULLER PARK,146,60609,7/10/2021,3,7434,0,156,61495,953
DOUGLAS,146,60609,7/10/2021,3,7434,0,156,61495,953
GRAND BOULEVARD,146,60609,7/10/2021,3,7434,0,156,61495,953
BRIDGEPORT,147,60609,7/17/2021,10,7444,0,156,61495,1007
MCKINLEY PARK,147,60609,7/17/2021,10,7444,0,156,61495,1007
BRIGHTON PARK,147,60609,7/17/2021,10,7444,0,156,61495,1007
ARMOUR SQUARE,147,60609,7/17/2021,10,7444,0,156,61495,1007
NEW CITY,147,60609,7/17/2021,10,7444,0,156,61495,1007
GAGE PARK,147,60609,7/17/2021,10,7444,0,156,61495,1007
WASHINGTON PARK,147,60609,7/17/2021,10,7444,0,156,61495,1007
FULLER PARK,147,60609,7/17/2021,10,7444,0,156,61495,1007
DOUGLAS,147,60609,7/17/2021,10,7444,0,156,61495,1007
GRAND BOULEVARD,147,60609,7/17/2021,10,7444,0,156,61495,1007
BRIDGEPORT,148,60609,7/24/2021,36,7480,0,156,61495,1230
MCKINLEY PARK,148,60609,7/24/2021,36,7480,0,156,61495,1230
BRIGHTON PARK,148,60609,7/24/2021,36,7480,0,156,61495,1230
ARMOUR SQUARE,148,60609,7/24/2021,36,7480,0,156,61495,1230
NEW CITY,148,60609,7/24/2021,36,7480,0,156,61495,1230
GAGE PARK,148,60609,7/24/2021,36,7480,0,156,61495,1230
