PERMIT#,PERMIT_TYPE,APPLICATION_START_DATE,ISSUE_DATE,LATITUDE,LONGITUDE,zipcode,community_area
100931837,PERMIT - NEW CONSTRUCTION,8/9/2021,8/9/2021,41.86262829,-87.61503109,IL,
100901622,PERMIT - NEW CONSTRUCTION,8/9/2021,9/13/2021,nan,nan,,
100930465,PERMIT - NEW CONSTRUCTION,8/9/2021,9/7/2021,41.89691859,-87.75334785,60651,HUMBOLDT PARK
100930463,PERMIT - NEW CONSTRUCTION,8/9/2021,9/15/2021,41.89686163,-87.75334643,60651,HUMBOLDT PARK
100933345,PERMIT - NEW CONSTRUCTION,8/9/2021,8/9/2021,41.91412557,-87.75568619,60641,AVONDALE
100930784,PERMIT - NEW CONSTRUCTION,8/9/2021,8/9/2021,41.94731749,-87.65641795,60613,
100931360,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.69964144,-87.63321238,60655,BEVERLY
100930110,PERMIT - NEW CONSTRUCTION,8/6/2021,9/28/2021,41.80556014,-87.61151182,60615,GRAND BOULEVARD
100930112,PERMIT - NEW CONSTRUCTION,8/6/2021,9/7/2021,41.80567308,-87.61151417,60615,GRAND BOULEVARD
100909834,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.95150069,-87.6615687,60613,
100917393,PERMIT - NEW CONSTRUCTION,8/6/2021,11/5/2021,41.88855584,-87.64592378,60661,WEST TOWN
100931817,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.86262829,-87.61503109,IL,
100930111,PERMIT - NEW CONSTRUCTION,8/6/2021,9/7/2021,41.80561657,-87.61151299,60615,GRAND BOULEVARD
100931127,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.86631006,-87.61027015,60605,NEAR SOUTH SIDE
100933451,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.85692162,-87.67122476,60608,NORTH LAWNDALE
100918621,PERMIT - NEW CONSTRUCTION,8/6/2021,8/6/2021,41.97082151,-87.69524356,60625,ALBANY PARK
100931276,PERMIT - NEW CONSTRUCTION,8/5/2021,9/7/2021,41.93867315,-87.65513259,60657,LAKEVIEW
100929474,PERMIT - NEW CONSTRUCTION,8/5/2021,8/5/2021,41.86483826,-87.62423881,60605,NEAR SOUTH SIDE
100929686,PERMIT - NEW CONSTRUCTION,8/5/2021,8/24/2021,41.89370001,-87.77442921,60644,AUSTIN
100912794,PERMIT - NEW CONSTRUCTION,8/5/2021,9/17/2021,41.85068937,-87.62718133,60616,ARMOUR SQUARE
100927396,PERMIT - NEW CONSTRUCTION,8/5/2021,8/5/2021,41.95487199,-87.69108406,60618,AVONDALE
100930102,PERMIT - NEW CONSTRUCTION,8/5/2021,8/6/2021,41.87066258,-87.62604791,60605,NEAR SOUTH SIDE
100930259,PERMIT - NEW CONSTRUCTION,8/5/2021,11/26/2021,41.90403591,-87.77406802,60651,HUMBOLDT PARK
100930414,PERMIT - NEW CONSTRUCTION,8/4/2021,8/4/2021,41.89654798,-87.62960981,60654,LOOP
100864739,PERMIT - NEW CONSTRUCTION,8/4/2021,8/5/2021,41.89641662,-87.63906375,60654,LOOP
100914199,PERMIT - NEW CONSTRUCTION,8/4/2021,8/4/2021,41.91947111,-87.65112881,60614,LOGAN SQUARE
100921191,PERMIT - NEW CONSTRUCTION,8/4/2021,8/4/2021,41.97326374,-87.73917547,60630,FOREST GLEN
100926563,PERMIT - NEW CONSTRUCTION,8/4/2021,8/4/2021,41.92093795,-87.6596785,60614,LOGAN SQUARE
100930529,PERMIT - NEW CONSTRUCTION,8/3/2021,9/21/2021,41.77707291,-87.60052541,60637,WOODLAWN
100933388,PERMIT - NEW CONSTRUCTION,8/3/2021,8/3/2021,41.88449669,-87.64866551,60661,WEST TOWN
100930113,PERMIT - NEW CONSTRUCTION,8/3/2021,8/24/2021,41.80530066,-87.60996278,60615,GRAND BOULEVARD
100933302,PERMIT - NEW CONSTRUCTION,8/3/2021,10/7/2021,41.96576829,-87.6575472,60640,EDGEWATER
100933189,PERMIT - NEW CONSTRUCTION,8/3/2021,8/3/2021,41.77866211,-87.57939999,60649,SOUTH CHICAGO
100933356,PERMIT - NEW CONSTRUCTION,8/2/2021,8/2/2021,41.88993599,-87.67082946,60612,NORTH LAWNDALE
100921159,PERMIT - NEW CONSTRUCTION,8/2/2021,8/2/2021,41.8930154,-87.68030357,60612,NORTH LAWNDALE
100918393,PERMIT - NEW CONSTRUCTION,8/2/2021,8/2/2021,41.90900766,-87.71298832,60651,HUMBOLDT PARK
100929567,PERMIT - NEW CONSTRUCTION,8/2/2021,8/2/2021,41.93606548,-87.66023164,60618,AVONDALE
100931511,PERMIT - NEW CONSTRUCTION,8/2/2021,9/23/2021,41.93838073,-87.64419674,60657,LAKEVIEW
100922843,PERMIT - NEW CONSTRUCTION,7/30/2021,9/10/2021,41.83169165,-87.63896661,60609,BRIDGEPORT
100922841,PERMIT - NEW CONSTRUCTION,7/30/2021,9/10/2021,41.83180301,-87.63896903,60609,BRIDGEPORT
100929888,PERMIT - NEW CONSTRUCTION,7/30/2021,9/17/2021,41.81683726,-87.63341905,60621,WASHINGTON PARK
100930478,PERMIT - NEW CONSTRUCTION,7/30/2021,7/30/2021,41.88422161,-87.61933906,60601,LOOP
100921716,PERMIT - NEW CONSTRUCTION,7/30/2021,7/30/2021,41.94106558,-87.66128314,60613,
100922840,PERMIT - NEW CONSTRUCTION,7/30/2021,9/10/2021,41.83185869,-87.63897025,60609,BRIDGEPORT
100922839,PERMIT - NEW CONSTRUCTION,7/30/2021,9/10/2021,41.83191439,-87.63897145,60609,BRIDGEPORT
100930282,PERMIT - NEW CONSTRUCTION,7/30/2021,8/10/2021,nan,nan,,
100931510,PERMIT - NEW CONSTRUCTION,7/30/2021,7/30/2021,41.80571322,-87.62421696,60615,GRAND BOULEVARD
100929633,PERMIT - NEW CONSTRUCTION,7/30/2021,9/13/2021,41.81689535,-87.63342051,60621,WASHINGTON PARK
100922842,PERMIT - NEW CONSTRUCTION,7/30/2021,9/10/2021,41.83174733,-87.63896782,60609,BRIDGEPORT
100922845,PERMIT - NEW CONSTRUCTION,7/30/2021,9/13/2021,41.83163591,-87.63896538,60609,BRIDGEPORT
100932971,PERMIT - NEW CONSTRUCTION,7/30/2021,7/30/2021,41.88516542,-87.64847952,60607,LOOP
100931838,PERMIT - NEW CONSTRUCTION,7/30/2021,8/12/2021,41.91308756,-87.65916976,60642,WEST TOWN
100929212,PERMIT - NEW CONSTRUCTION,7/29/2021,10/5/2021,41.80514855,-87.61607215,60653,KENWOOD
100932428,PERMIT - NEW CONSTRUCTION,7/29/2021,7/29/2021,41.94003278,-87.64941521,60657,LAKEVIEW
100925016,PERMIT - NEW CONSTRUCTION,7/29/2021,7/29/2021,41.87175142,-87.65215253,60607,LOOP
100929323,PERMIT - NEW CONSTRUCTION,7/29/2021,11/16/2021,41.77917228,-87.60271287,60637,WOODLAWN
100932402,PERMIT - NEW CONSTRUCTION,7/29/2021,7/29/2021,41.96778018,-87.76266011,60630,FOREST GLEN
100929871,PERMIT - NEW CONSTRUCTION,7/29/2021,9/3/2021,41.83907777,-87.65516472,60608,NORTH LAWNDALE
100933173,PERMIT - NEW CONSTRUCTION,7/29/2021,7/29/2021,41.97657551,-87.66826364,60640,EDGEWATER
100932505,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.691747,-87.67600862,60643,WASHINGTON HEIGHTS
100922961,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.89420402,-87.66332875,60612,NORTH LAWNDALE
100927583,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.94766956,-87.73082072,60641,AVONDALE
100891389,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.95031013,-87.73519419,60641,AVONDALE
100920118,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.92547262,-87.69025257,60647,LOGAN SQUARE
100928906,PERMIT - NEW CONSTRUCTION,7/28/2021,7/28/2021,41.92197091,-87.64562757,60614,LOGAN SQUARE
100932496,PERMIT - NEW CONSTRUCTION,7/27/2021,7/27/2021,41.88422161,-87.61933906,60601,LOOP
100932149,PERMIT - NEW CONSTRUCTION,7/27/2021,7/27/2021,41.88422161,-87.61933906,60601,LOOP
100921065,PERMIT - NEW CONSTRUCTION,7/26/2021,9/27/2021,41.88502582,-87.65460592,60622,WEST TOWN
100924382,PERMIT - NEW CONSTRUCTION,7/26/2021,8/5/2021,41.91412557,-87.75568619,60641,AVONDALE
100921017,PERMIT - NEW CONSTRUCTION,7/26/2021,9/28/2021,41.87459734,-87.67632558,60612,NORTH LAWNDALE
100915988,PERMIT - NEW CONSTRUCTION,7/26/2021,10/21/2021,41.88502582,-87.65460592,60622,WEST TOWN
100884595,PERMIT - NEW CONSTRUCTION,7/23/2021,7/23/2021,41.94644897,-87.73239229,60630,FOREST GLEN
100884651,PERMIT - NEW CONSTRUCTION,7/23/2021,7/23/2021,41.94656222,-87.73240237,60630,FOREST GLEN
100928458,PERMIT - NEW CONSTRUCTION,7/23/2021,8/6/2021,41.94463317,-87.68106538,60618,AVONDALE
100929134,PERMIT - NEW CONSTRUCTION,7/23/2021,7/23/2021,41.91955366,-87.6569106,60614,LOGAN SQUARE
100923648,PERMIT - NEW CONSTRUCTION,7/23/2021,7/23/2021,41.90332133,-87.7719122,60651,HUMBOLDT PARK
100928245,PERMIT - NEW CONSTRUCTION,7/23/2021,11/3/2021,41.91767597,-87.68773744,60647,LOGAN SQUARE
100921510,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.9735559,-87.68921684,9020,
100922340,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.91342143,-87.64971151,60614,LOGAN SQUARE
100931107,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.88422161,-87.61933906,60601,LOOP
100925625,PERMIT - NEW CONSTRUCTION,7/22/2021,9/2/2021,41.68788303,-87.70202619,60655,BEVERLY
100922347,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.71275616,-87.6659432,60643,WASHINGTON HEIGHTS
100921722,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.91336625,-87.64970972,60614,LOGAN SQUARE
100932271,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.85093939,-87.63212018,60616,ARMOUR SQUARE
100932242,PERMIT - NEW CONSTRUCTION,7/22/2021,7/22/2021,41.85265429,-87.65308818,60608,NORTH LAWNDALE
100927453,PERMIT - NEW CONSTRUCTION,7/22/2021,9/30/2021,41.85267242,-87.69756472,60623,SOUTH LAWNDALE
100887048,PERMIT - NEW CONSTRUCTION,7/21/2021,7/21/2021,41.83392621,-87.64023586,60609,BRIDGEPORT
100923025,PERMIT - NEW CONSTRUCTION,7/21/2021,7/21/2021,41.91557481,-87.64343368,60614,LOGAN SQUARE
100930349,PERMIT - NEW CONSTRUCTION,7/20/2021,8/13/2021,41.91122456,-87.62648257,60610,WEST TOWN
100926855,PERMIT - NEW CONSTRUCTION,7/20/2021,9/24/2021,41.7074588,-87.59889142,60617,EAST SIDE
100931616,PERMIT - NEW CONSTRUCTION,7/20/2021,7/20/2021,41.92543598,-87.64895099,60614,LOGAN SQUARE
100928892,PERMIT - NEW CONSTRUCTION,7/20/2021,7/20/2021,41.93079265,-87.65497356,60614,LOGAN SQUARE
100922444,PERMIT - NEW CONSTRUCTION,7/20/2021,7/20/2021,41.9373267,-87.65751818,60657,LAKEVIEW
100931484,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100920801,PERMIT - NEW CONSTRUCTION,7/19/2021,11/23/2021,41.90625859,-87.71718521,60651,HUMBOLDT PARK
100926469,PERMIT - NEW CONSTRUCTION,7/19/2021,10/20/2021,41.80493312,-87.62257684,60653,KENWOOD
100930825,PERMIT - NEW CONSTRUCTION,7/19/2021,9/30/2021,41.80226347,-87.59605867,60615,GRAND BOULEVARD
100929658,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100929660,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100930968,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100929988,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.95382586,-87.64953062,60613,
100927538,PERMIT - NEW CONSTRUCTION,7/19/2021,8/25/2021,41.9545529,-87.71401376,60625,ALBANY PARK
100931092,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100930144,PERMIT - NEW CONSTRUCTION,7/19/2021,9/23/2021,41.91308756,-87.65916976,60642,WEST TOWN
100931555,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88426637,-87.64927147,60607,LOOP
100931556,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.91003508,-87.67670469,60622,WEST TOWN
100926582,PERMIT - NEW CONSTRUCTION,7/19/2021,8/10/2021,41.88495976,-87.6499356,60607,LOOP
100929659,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100930631,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100929657,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100930822,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.7661952,-87.56290818,60649,SOUTH CHICAGO
100929661,PERMIT - NEW CONSTRUCTION,7/19/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100920735,PERMIT - NEW CONSTRUCTION,7/17/2021,11/23/2021,41.90569818,-87.71680687,60647,LOGAN SQUARE
100920736,PERMIT - NEW CONSTRUCTION,7/17/2021,11/29/2021,41.90576095,-87.71680889,60647,LOGAN SQUARE
100930669,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.98915734,-87.65833342,60660,EDGEWATER
100930912,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.77251648,-87.57632276,60649,SOUTH CHICAGO
100925061,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.97512357,-87.67061056,9020,
100931267,PERMIT - NEW CONSTRUCTION,7/16/2021,8/3/2021,41.90689509,-87.72385002,60651,HUMBOLDT PARK
100931206,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.86262829,-87.61503109,IL,
100920627,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.95013425,-87.68728789,60618,AVONDALE
100931041,PERMIT - NEW CONSTRUCTION,7/16/2021,7/16/2021,41.96796197,-87.68903213,60625,ALBANY PARK
100925862,PERMIT - NEW CONSTRUCTION,7/16/2021,9/29/2021,41.99445639,-87.73024991,60646,FOREST GLEN
100902352,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.89193757,-87.65595778,60622,WEST TOWN
100931042,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.91122456,-87.62648257,60610,WEST TOWN
100931245,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.89504435,-87.73767269,60651,HUMBOLDT PARK
100920863,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.95813089,-87.7193181,60625,ALBANY PARK
100929542,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.88422161,-87.61933906,60601,LOOP
100929859,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.88422161,-87.61933906,60601,LOOP
100929541,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.88422161,-87.61933906,60601,LOOP
100929777,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.86631006,-87.61027015,60605,NEAR SOUTH SIDE
100930786,PERMIT - NEW CONSTRUCTION,7/15/2021,8/3/2021,41.83655222,-87.62409379,60616,ARMOUR SQUARE
100931093,PERMIT - NEW CONSTRUCTION,7/15/2021,7/19/2021,41.88422161,-87.61933906,60601,LOOP
100924482,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.92112263,-87.65817176,60657,LAKEVIEW
100929128,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.88422161,-87.61933906,60601,LOOP
100926979,PERMIT - NEW CONSTRUCTION,7/15/2021,9/28/2021,41.93807648,-87.76295243,60641,AVONDALE
100930657,PERMIT - NEW CONSTRUCTION,7/15/2021,7/15/2021,41.91122456,-87.62648257,60610,WEST TOWN
100927678,PERMIT - NEW CONSTRUCTION,7/15/2021,10/20/2021,41.86987759,-87.6242687,60605,NEAR SOUTH SIDE
100930692,PERMIT - NEW CONSTRUCTION,7/14/2021,7/23/2021,41.981517,-87.8221468,60656,OHARE
100921256,PERMIT - NEW CONSTRUCTION,7/14/2021,7/14/2021,41.96868558,-87.73559506,60630,FOREST GLEN
100929120,PERMIT - NEW CONSTRUCTION,7/14/2021,7/14/2021,41.88422161,-87.61933906,60601,LOOP
100927060,PERMIT - NEW CONSTRUCTION,7/14/2021,9/23/2021,41.91502833,-87.72664391,60639,LOGAN SQUARE
100922043,PERMIT - NEW CONSTRUCTION,7/13/2021,7/13/2021,41.93378975,-87.70034062,60618,AVONDALE
100921865,PERMIT - NEW CONSTRUCTION,7/13/2021,7/13/2021,41.92031903,-87.69608863,60647,LOGAN SQUARE
100921346,PERMIT - NEW CONSTRUCTION,7/12/2021,8/3/2021,41.82658087,-87.64005941,60609,BRIDGEPORT
100929079,PERMIT - NEW CONSTRUCTION,7/9/2021,9/24/2021,41.96027142,-87.68394274,60625,ALBANY PARK
100928176,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.92560752,-87.67849016,60647,LOGAN SQUARE
100928187,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.88124146,-87.67428253,60612,NORTH LAWNDALE
100915804,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.94144392,-87.68189345,60618,AVONDALE
100920051,PERMIT - NEW CONSTRUCTION,7/9/2021,8/27/2021,41.85615623,-87.65651735,60608,NORTH LAWNDALE
100925480,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.78127121,-87.60735335,60637,WOODLAWN
100925770,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.78171809,-87.61068742,60637,WOODLAWN
100920231,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.98568798,-87.67452648,9020,
100929870,PERMIT - NEW CONSTRUCTION,7/9/2021,7/9/2021,41.91349746,-87.66133616,60622,WEST TOWN
100925879,PERMIT - NEW CONSTRUCTION,7/8/2021,9/9/2021,41.82287149,-87.69582342,60632,ARCHER HEIGHTS
100929867,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.88804059,-87.62817066,60601,LOOP
100879681,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.75868449,-87.58334326,60649,SOUTH CHICAGO
100919175,PERMIT - NEW CONSTRUCTION,7/8/2021,8/31/2021,41.91711897,-87.80222173,60707,MONTCLARE
100929976,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.84900724,-87.62233397,60616,ARMOUR SQUARE
100929846,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.94000108,-87.65425586,60657,LAKEVIEW
100929716,PERMIT - NEW CONSTRUCTION,7/8/2021,7/9/2021,41.91349746,-87.66133616,60622,WEST TOWN
100929486,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.88232421,-87.62769347,60602,LOOP
100929590,PERMIT - NEW CONSTRUCTION,7/8/2021,7/23/2021,41.77661168,-87.60234198,60637,WOODLAWN
100929873,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.90661858,-87.70150146,60622,WEST TOWN
100929807,PERMIT - NEW CONSTRUCTION,7/8/2021,7/8/2021,41.85978944,-87.64762189,60608,NORTH LAWNDALE
100921797,PERMIT - NEW CONSTRUCTION,7/7/2021,9/10/2021,41.94729201,-87.68720646,60618,AVONDALE
100929982,PERMIT - NEW CONSTRUCTION,7/7/2021,8/4/2021,41.97688282,-87.69304781,60625,ALBANY PARK
100914741,PERMIT - NEW CONSTRUCTION,7/7/2021,7/7/2021,41.95699097,-87.68597975,60618,AVONDALE
100909730,PERMIT - NEW CONSTRUCTION,7/7/2021,7/26/2021,41.74830012,-87.57485274,60617,EAST SIDE
100911891,PERMIT - NEW CONSTRUCTION,7/6/2021,10/1/2021,41.9797288,-87.90232236,60666,OHARE
100917798,PERMIT - NEW CONSTRUCTION,7/6/2021,8/10/2021,41.96614679,-87.66381876,60640,EDGEWATER
100922783,PERMIT - NEW CONSTRUCTION,7/6/2021,10/14/2021,41.88427445,-87.66243303,60607,LOOP
100900621,PERMIT - NEW CONSTRUCTION,7/6/2021,7/19/2021,41.97510735,-87.65924996,60640,EDGEWATER
100928801,PERMIT - NEW CONSTRUCTION,7/6/2021,7/6/2021,41.87246827,-87.68389708,60612,NORTH LAWNDALE
100922805,PERMIT - NEW CONSTRUCTION,7/2/2021,7/30/2021,41.79644194,-87.78056371,60638,MIDWAY
100922803,PERMIT - NEW CONSTRUCTION,7/2/2021,7/30/2021,41.79655421,-87.78056706,60638,MIDWAY
100920856,PERMIT - NEW CONSTRUCTION,7/2/2021,9/2/2021,41.91198458,-87.63789339,60610,WEST TOWN
100925312,PERMIT - NEW CONSTRUCTION,7/1/2021,7/1/2021,41.86631006,-87.61027015,60605,NEAR SOUTH SIDE
100929129,PERMIT - NEW CONSTRUCTION,7/1/2021,7/16/2021,41.88422161,-87.61933906,60601,LOOP
100929462,PERMIT - NEW CONSTRUCTION,7/1/2021,7/1/2021,41.94897809,-87.66421752,60613,
100922128,PERMIT - NEW CONSTRUCTION,7/1/2021,8/11/2021,41.96878871,-87.68444146,9020,
100928824,PERMIT - NEW CONSTRUCTION,7/1/2021,7/1/2021,41.96800571,-87.75834697,60630,FOREST GLEN
100929060,PERMIT - NEW CONSTRUCTION,7/1/2021,7/1/2021,41.88124146,-87.67428253,60612,NORTH LAWNDALE
100909552,PERMIT - NEW CONSTRUCTION,6/30/2021,6/30/2021,41.95523489,-87.67670958,60613,
100909731,PERMIT - NEW CONSTRUCTION,6/30/2021,10/6/2021,41.73168217,-87.55282373,60617,EAST SIDE
100921565,PERMIT - NEW CONSTRUCTION,6/30/2021,6/30/2021,41.90507361,-87.71921869,60651,HUMBOLDT PARK
100917827,PERMIT - NEW CONSTRUCTION,6/30/2021,6/30/2021,41.97764701,-87.68595811,60625,ALBANY PARK
100929062,PERMIT - NEW CONSTRUCTION,6/30/2021,6/30/2021,41.77603811,-87.64186306,60621,WASHINGTON PARK
100918139,PERMIT - NEW CONSTRUCTION,6/29/2021,8/5/2021,41.92293151,-87.64204426,60614,LOGAN SQUARE
100918771,PERMIT - NEW CONSTRUCTION,6/29/2021,7/7/2021,41.92300547,-87.76824075,60630,FOREST GLEN
100924456,PERMIT - NEW CONSTRUCTION,6/29/2021,7/29/2021,41.93346128,-87.70148269,60618,AVONDALE
100920124,PERMIT - NEW CONSTRUCTION,6/29/2021,6/29/2021,41.89624946,-87.69164004,60647,LOGAN SQUARE
100926057,PERMIT - NEW CONSTRUCTION,6/29/2021,6/29/2021,41.91767029,-87.64258215,60614,LOGAN SQUARE
100928673,PERMIT - NEW CONSTRUCTION,6/28/2021,6/28/2021,41.88102972,-87.61728157,60601,LOOP
100928660,PERMIT - NEW CONSTRUCTION,6/28/2021,6/28/2021,41.88238074,-87.62422863,60601,LOOP
100928658,PERMIT - NEW CONSTRUCTION,6/28/2021,6/28/2021,41.88085605,-87.61763589,60601,LOOP
100923876,PERMIT - NEW CONSTRUCTION,6/28/2021,9/15/2021,41.85528242,-87.6600631,60608,NORTH LAWNDALE
100928014,PERMIT - NEW CONSTRUCTION,6/28/2021,7/8/2021,41.77672456,-87.60234493,60637,WOODLAWN
100924063,PERMIT - NEW CONSTRUCTION,6/28/2021,8/20/2021,41.92680046,-87.75350782,60639,LOGAN SQUARE
100920918,PERMIT - NEW CONSTRUCTION,6/28/2021,6/28/2021,41.9473978,-87.68356963,60625,ALBANY PARK
100924614,PERMIT - NEW CONSTRUCTION,6/28/2021,9/8/2021,41.91239607,-87.70329814,60647,LOGAN SQUARE
100916852,PERMIT - NEW CONSTRUCTION,6/26/2021,6/26/2021,41.92282168,-87.65488477,60614,LOGAN SQUARE
100919226,PERMIT - NEW CONSTRUCTION,6/25/2021,7/19/2021,41.78379278,-87.58639123,60649,SOUTH CHICAGO
100928188,PERMIT - NEW CONSTRUCTION,6/25/2021,6/25/2021,41.88124146,-87.67428253,60612,NORTH LAWNDALE
100852407,PERMIT - NEW CONSTRUCTION,6/25/2021,6/25/2021,41.82513531,-87.70910199,60632,ARCHER HEIGHTS
100928087,PERMIT - NEW CONSTRUCTION,6/25/2021,6/25/2021,41.96429284,-87.68588219,9020,
100922825,PERMIT - NEW CONSTRUCTION,6/25/2021,7/15/2021,41.9659758,-87.77446746,60630,FOREST GLEN
100919207,PERMIT - NEW CONSTRUCTION,6/25/2021,7/19/2021,41.78574881,-87.58643828,60649,SOUTH CHICAGO
100919219,PERMIT - NEW CONSTRUCTION,6/25/2021,7/19/2021,41.78546829,-87.58643205,60637,WOODLAWN
100922855,PERMIT - NEW CONSTRUCTION,6/24/2021,11/16/2021,41.9404906,-87.65094217,60657,LAKEVIEW
100908372,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.91910887,-87.68086413,60647,LOGAN SQUARE
100923591,PERMIT - NEW CONSTRUCTION,6/24/2021,9/9/2021,41.9267107,-87.71067225,60618,AVONDALE
100867189,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.91302133,-87.67493968,60614,LOGAN SQUARE
100928226,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.71457403,-87.61383053,60619,AVALON PARK
100928392,PERMIT - NEW CONSTRUCTION,6/24/2021,6/25/2021,41.88124146,-87.67428253,60612,NORTH LAWNDALE
100926056,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.89856635,-87.71626899,60651,HUMBOLDT PARK
100928219,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.87090822,-87.75742782,60644,AUSTIN
100928123,PERMIT - NEW CONSTRUCTION,6/24/2021,6/24/2021,41.96348083,-87.65581592,60640,EDGEWATER
100927959,PERMIT - NEW CONSTRUCTION,6/23/2021,6/23/2021,41.87090822,-87.75742782,60644,AUSTIN
100924654,PERMIT - NEW CONSTRUCTION,6/23/2021,8/11/2021,41.88664234,-87.65435641,60661,WEST TOWN
100927967,PERMIT - NEW CONSTRUCTION,6/23/2021,6/23/2021,41.71457403,-87.61383053,60619,AVALON PARK
100927782,PERMIT - NEW CONSTRUCTION,6/23/2021,6/23/2021,41.86631006,-87.61027015,60605,NEAR SOUTH SIDE
100927965,PERMIT - NEW CONSTRUCTION,6/23/2021,6/23/2021,41.97959355,-87.75858927,60630,FOREST GLEN
100926792,PERMIT - NEW CONSTRUCTION,6/23/2021,10/21/2021,41.81629341,-87.61848874,60615,GRAND BOULEVARD
100924162,PERMIT - NEW CONSTRUCTION,6/23/2021,9/22/2021,41.81629341,-87.61848874,60615,GRAND BOULEVARD
100927890,PERMIT - NEW CONSTRUCTION,6/23/2021,6/23/2021,41.86703514,-87.64752208,60607,LOOP
100920938,PERMIT - NEW CONSTRUCTION,6/22/2021,9/7/2021,41.89429064,-87.67176816,60612,NORTH LAWNDALE
