,Unnamed: 0,tripid,tripstarttime,tripendtime,pickuplat,pickuplong,dropofflat,dropofflong,pick_zipcode,drop_zipcode,pick_ca,drop_ca
135,135,0d23f4334657220613528816cced2923774df63d,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87886558,-87.62519214,41.89960211,-87.63330804,60604,60610,LOOP,WEST TOWN
136,136,6ff613df812808f2967f14b536f096c2bceec9fa,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
137,137,95fe6d876d03f0d300457f0ec2d6d21334ea4ec2,2021-10-31T23:30:00.000,2021-11-01T00:15:00.000,41.98026432,-87.91362459999999,41.96581197,-87.65587879,60018,60640,OHARE,EDGEWATER
138,138,b13b2d3a802079d67da794c7d838521aaa35fcea,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
139,139,15cd1ce27ef8500f4c651eb71d0ea6449aac2674,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
140,140,e33fe21c9ede40d6d1095fa966bc9814c716de19,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87886558,-87.62519214,41.89960211,-87.63330804,60604,60610,LOOP,WEST TOWN
141,141,3f47d8f9f05d58f7322127908759ff086ff00be7,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
142,142,6c11ba93d06721405b1df3eb86ab8af15fa144bf,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
143,143,4d39694def0372f3648a289b39d52c9dbb503539,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
144,144,808cf9e2ce6893acbb6c4aa4401e9f3b531f0e68,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
145,145,320c37faa929e905527427042321e4357b988724,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
146,146,d057bb24bff85200b72c1640ee3137554da6ddbe,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,,,41.89960211,-87.63330804,60666,60610,OHARE,WEST TOWN
147,147,2ec130a22b5fbb7b5866b4928386e13d04be1c63,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.79259236,-87.76961545,41.9442266,-87.65599818,60638,60657,MIDWAY,LAKEVIEW
148,148,3962aceb5881693c75fa4e6a1f721856d0da6b32,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.9442266,-87.65599818,41.986711799999995,-87.66341641,60657,60660,LAKEVIEW,EDGEWATER
149,149,9ba6972e22f3cac7f75076b1680b154dbf6d5bdf,2021-10-31T22:30:00.000,2021-10-31T22:45:00.000,,,,,60666,IL,OHARE,
150,150,bca494a966a5b5b41cda7e54cbe377cff9a08508,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,41.98026432,-87.91362459999999,60018,60018,OHARE,OHARE
151,151,cc49e193db1d4031cfe4d91fcef4442bbd917bdf,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.9442266,-87.65599818,60610,60657,WEST TOWN,LAKEVIEW
152,152,e0da45a45ed7e4a770ed6e7ab1b4d4fed17a5742,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.90120699,-87.67635599,60610,60622,WEST TOWN,WEST TOWN
153,153,38cb39693dab110228b0fea2b4361d0261af286b,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.9442266,-87.65599818,41.9442266,-87.65599818,60657,60657,LAKEVIEW,LAKEVIEW
154,154,b1bd5e92bcc3a6f08f10353c9e1a4f3a220137f5,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87925508,-87.642649,41.89503345,-87.61971067,60661,60611,WEST TOWN,
155,155,ec8b65f55d5064faa1107014a6c0067e882a69a6,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.9442266,-87.65599818,60638,60657,MIDWAY,LAKEVIEW
156,156,c55a6ff6e739f97026ebb1611c6c70806873f0b9,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87886558,-87.62519214,41.9442266,-87.65599818,60604,60657,LOOP,LAKEVIEW
157,157,f9aa7c779f295a132434e8fbe6665bbc5238a04b,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.87400538,-87.66351755,60638,60607,MIDWAY,LOOP
158,158,856b9f83c0a7bc578242aaf664ec8423f4b478fb,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.79259236,-87.76961545,41.87886558,-87.62519214,60638,60604,MIDWAY,LOOP
159,159,4d5500ad82d841e71cb5e932ae05f8ab48530f1a,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97517094,-87.68751552,41.986711799999995,-87.66341641,60625,60660,ALBANY PARK,EDGEWATER
160,160,5136dbcb17af83e72ac0c7ffe19eebad17795a16,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
161,161,7357d9ea37d8244730521d7596f1f7a2c066578c,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.92268628,-87.64948873,60638,60614,MIDWAY,LOGAN SQUARE
162,162,cd0aaa55daec244953a62a9d94206ebc1909bfbd,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.90120699,-87.67635599,60638,60622,MIDWAY,WEST TOWN
163,163,defc9df6bcf55203140d4d0ec30856342e76763a,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,,,60610,IL,WEST TOWN,
164,164,e1f630beccfae559f075219ab99d043d94852add,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.79259236,-87.76961545,41.96581197,-87.65587879,60638,60640,MIDWAY,EDGEWATER
165,165,5184984d4b763ae79b2cd4c2d578c360d4c30df4,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87886558,-87.62519214,41.986711799999995,-87.66341641,60604,60660,LOOP,EDGEWATER
166,166,ee50a1c1194ebab2ebd0aa4e4459b1e3cccbd457,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.78599852,-87.75093429,41.89204214,-87.63186395,60638,60654,MIDWAY,LOOP
167,167,76293a6cd3144a019e8e6e123e001110590558c3,2021-10-31T23:30:00.000,2021-11-01T00:15:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
168,168,d020754dd035193be6cadbfae72571c1fe239aa5,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
169,169,646553792464e1dd3c32e729efbb81fbd1912f07,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
170,170,b8393181697a31f7af98e48f812190ec9e6d9cef,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
171,171,eafe49fd04737223c8ef21730c5f827cda87d96d,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.83908691,-87.71400381,60638,60623,MIDWAY,SOUTH LAWNDALE
172,172,11999dad44fad588a883ae8c11c4bd035da64879,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.96581197,-87.65587879,60610,60640,WEST TOWN,EDGEWATER
173,173,b3b143d316cffe26e4d06da7635db277919976e9,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.89960211,-87.63330804,60638,60610,MIDWAY,WEST TOWN
174,174,511fc3b7b28427a1932d2288a4508d2293f7b191,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.90120699,-87.67635599,41.92268628,-87.64948873,60622,60614,WEST TOWN,LOGAN SQUARE
175,175,6d8dde334d60898e1098d477d64eea4b5e83b9c3,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87400538,-87.66351755,41.79409025,-87.59231086,60607,60637,LOOP,WOODLAWN
176,176,a9761a4a31a989acbfe0a146e90699d87e6ce23f,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
177,177,8563ce9ab486bd4840eeefd287cd3f10d09db23e,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.92268628,-87.64948873,60018,60614,OHARE,LOGAN SQUARE
178,178,9a25b33741562d0ae96c1213c90d76144dce0f37,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87886558,-87.62519214,41.96581197,-87.65587879,60604,60640,LOOP,EDGEWATER
179,179,2f8d36f4fab3d18bb6f7f57d2b53c973bc670ac0,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,,,41.9386662,-87.71121059,60666,60618,OHARE,AVONDALE
180,180,291297ad6f8f5a6ddc08033a4a1cf0df5e3558c9,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
181,181,0672ce332248908712467107accca8c3ab837c17,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,41.97907082,-87.90303966,60666,60666,OHARE,OHARE
182,182,708e39ed1a813f6277099f95a6805b70f8f7588a,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
183,183,54669c24a192a465631705e78529b706f269aa32,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.9442266,-87.65599818,41.96581197,-87.65587879,60657,60640,LAKEVIEW,EDGEWATER
184,184,db8839abef7a587b1243069e28e89884e012dd4b,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.88099447,-87.63274649,41.88099447,-87.63274649,60603,60603,LOOP,LOOP
185,185,8eca3fc1be358bce0340ff6f197bb0aaabc35a25,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
186,186,65c8e5e5545efd4ccf8df4b2131a30c06e1807df,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.97882953,-87.7711667,41.95402765,-87.76339903,60630,60630,FOREST GLEN,FOREST GLEN
187,187,bf4d50b4114ea0f3d0d99ed036024d52f5f8c33c,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
188,188,801a06cfa2ec23a5214dc262dc299d5ec430d4a5,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.88498719,-87.62099291,41.88498719,-87.62099291,60601,60601,LOOP,LOOP
189,189,f82ab83ab86dd77e32fb5041b0ccc108904e44e3,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
190,190,6ea2af1d65eda3246824408747feb61765cb0d2b,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87400538,-87.66351755,41.87400538,-87.66351755,60607,60607,LOOP,LOOP
191,191,88a718e7b0d1b0274408527556ff47c93b46210e,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
192,192,c2d0aa2f0a0ac6f9e089d68e42328f3fb1b5c23b,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.9386662,-87.71121059,41.95358213,-87.72345239,60618,60618,AVONDALE,AVONDALE
193,193,5f78463c2509fcc3cb7e64a8b0aab6db7d0ed8bc,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87400538,-87.66351755,41.87886558,-87.62519214,60607,60604,LOOP,LOOP
194,194,77e48e74386eeb8e3c8cfb5af06199b500134cd5,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87400538,-87.66351755,41.89960211,-87.63330804,60607,60610,LOOP,WEST TOWN
195,195,c7ff2e9474e209161755b395fea9be064c6c39a9,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.87886558,-87.62519214,41.9442266,-87.65599818,60604,60657,LOOP,LAKEVIEW
196,196,88e701d5a149e7ce9639e6029320fd8991949343,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.986711799999995,-87.66341641,60610,60660,WEST TOWN,EDGEWATER
197,197,4ad24847f0c54550daf7beb5fc5465aceb5f1189,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.87886558,-87.62519214,60638,60604,MIDWAY,LOOP
198,198,b2a78ccd000a06d6b563db7504d68734399b519f,2021-10-31T21:45:00.000,2021-10-31T22:00:00.000,,,,,60666,IL,OHARE,
199,199,ba3382179737951e1299bb21feab2275f475f382,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.9442266,-87.65599818,60018,60657,OHARE,LAKEVIEW
200,200,cb441f75975f8e5d878d6ec5ce36624af63baab3,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.792981899999994,-87.72420819,60638,60632,MIDWAY,ARCHER HEIGHTS
201,201,dd40860c1cf9750253442021331c20a7a234f623,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.96581197,-87.65587879,60610,60640,WEST TOWN,EDGEWATER
202,202,7a6493fa8d3791508d5681bad930a2b8f53cc156,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,42.00157103,-87.69501259,42.00157103,-87.69501259,60645,60645,,
203,203,11fe6efb6305a33f6a4c4a2a8fe6b1f6aa9c97b6,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,,,,,60666,IL,OHARE,
204,204,09701fb5f7963d83bb0206a84ffa6ffb8de2e8d3,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,,,41.98026432,-87.91362459999999,60666,60018,OHARE,OHARE
205,205,6799cb57e9c642f065710cd5c64aa2e99abedb2f,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.79259236,-87.76961545,41.79259236,-87.76961545,60638,60638,MIDWAY,MIDWAY
206,206,265f2e4f320af2b162e61975ddb1446c3267a5a2,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.87400538,-87.66351755,41.87886558,-87.62519214,60607,60604,LOOP,LOOP
207,207,c9a49a57f3d7eda082435cd3573241ea3b943608,2021-10-31T23:30:00.000,2021-10-31T23:30:00.000,41.87400538,-87.66351755,41.87400538,-87.66351755,60607,60607,LOOP,LOOP
208,208,1990dbcfbb9b616b2bd0b58ddf7a6882b2a9c1d7,2021-10-31T23:30:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,42.00157103,-87.69501259,60018,60645,OHARE,
209,209,58fe33b7445231902d46da38f76a94bd364b90fd,2021-10-31T23:30:00.000,2021-10-31T23:45:00.000,41.74020576,-87.61596952,41.83511799,-87.61867777,60619,60616,AVALON PARK,ARMOUR SQUARE
210,210,504609e40293e7c1e364ee4fe15cd4c88823fda0,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.9442266,-87.65599818,41.96581197,-87.65587879,60657,60640,LAKEVIEW,EDGEWATER
211,211,0ba4d9289c4c9fa77f57057ac4f381ef76430bda,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
212,212,b932baddd4efc6f964f90eee2a9a7bc2b483929b,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.96581197,-87.65587879,,,60640,IL,EDGEWATER,
213,213,2cc349718b8a2d28e5cc4915b834edb3cf80d3f5,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.89960211,-87.63330804,41.92929737,-87.79803218,60610,60634,WEST TOWN,BELMONT CRAGIN
214,214,1bbf4126047842569530224aff2983dab8877fde,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
215,215,02b1a7ab94ef7fd402cabd3bd1f1bfc2b8458d28,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
216,216,fe2fed5883594cba1272fce309fc39a21ac7a0a7,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,,,60666,IL,OHARE,
217,217,ef4f59b258a1fdfc48562744ff355b09faa9b359,2021-10-31T23:15:00.000,2021-11-01T00:00:00.000,41.98026432,-87.91362459999999,41.9850151,-87.80453201,60018,60631,OHARE,NORWOOD PARK
218,218,595481b29a836051f6d102894ce6474f83a17d6e,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.986711799999995,-87.66341641,60610,60660,WEST TOWN,EDGEWATER
219,219,f6479f16da990c7b779342eddf3c52a320e2f5b1,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,41.88099447,-87.63274649,60666,60603,OHARE,LOOP
220,220,6340656c60952a97a6c2e6618fb6f585f89fc594,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.90120699,-87.67635599,60018,60622,OHARE,WEST TOWN
221,221,b6a7c2e046460282c4304fa5617709c0085d1706,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,41.98026432,-87.91362459999999,60666,60018,OHARE,OHARE
222,222,2baae7e0b69925ad862e58562505739e038cfa43,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.7632468,-87.61613411,41.71749304,-87.64889507,60619,60643,AVALON PARK,WASHINGTON HEIGHTS
223,223,89c488a723843e43011a65b1d839576da51aa8dd,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.96581197,-87.65587879,60610,60640,WEST TOWN,EDGEWATER
224,224,bdfadd67c235687dabbfbb0463482ee275dc02b0,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
225,225,0b1a57e683dacaa8f58e0363d0ced2807c277c74,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
226,226,62b022f59b7dec6df3ec9dff9f9c4bd79fb7f1b8,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
227,227,03caaf576dc9e916095e2f4257d26fb6b2ee3467,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
228,228,f28a839cfbd045296fb848cf4287b841c2fb49b1,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.95402765,-87.76339903,41.92276062,-87.69915534,60630,60647,FOREST GLEN,LOGAN SQUARE
229,229,952324a162a510d75b5b8f00cdae686ced647f2c,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,41.89503345,-87.61971067,60666,60611,OHARE,
230,230,713ec7569a4933a1adc982b6382682652106eedf,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
231,231,64f59ce15a1cf5baeeb7ffebb7587312cabdbae3,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
232,232,a55f134b5c907b9c699c7c1c669c1e2c0163d03f,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.87886558,-87.62519214,41.90120699,-87.67635599,60604,60622,LOOP,WEST TOWN
233,233,8bafa33f1211f33891029bdf0cc7e8bf5b84268d,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,41.88099447,-87.63274649,60666,60603,OHARE,LOOP
234,234,1b7084451d25a65664e5009eb11f3f246f2694d5,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
235,235,eb0d51fd4bb3990c2f4d648c0d60ada066e92746,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.92268628,-87.64948873,60610,60614,WEST TOWN,LOGAN SQUARE
236,236,f4b7b9a916f96df8f42c4ecf0c390a18ae083c15,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
237,237,bf9b286b9a6e4d1cfaaa64818a2e8444aa76f019,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,41.89960211,-87.63330804,60018,60610,OHARE,WEST TOWN
238,238,9a7e8f41805bc5864821d2c5d13d86623ac72d71,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.90120699,-87.67635599,60610,60622,WEST TOWN,WEST TOWN
239,239,4ace17d006e648035f92ddbe6322a284d72e7442,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
240,240,35228d3d3d7c15ebcc5a67cbf1fe306c9cf266a9,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.9442266,-87.65599818,41.97517094,-87.68751552,60657,60625,LAKEVIEW,ALBANY PARK
241,241,8a82e4e359ce0dc008a4c1d2f76e8c468e8bc403,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,41.89960211,-87.63330804,60666,60610,OHARE,WEST TOWN
242,242,8627e6bde2a35e12d441d7c745ecbc4ef68aa6f4,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,41.95358213,-87.72345239,60018,60618,OHARE,AVONDALE
243,243,f5ccc81bedd7af63211904983a904c64da4c9b1f,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
244,244,70c9f4aecbe053a57b491669291f6c7a758e984e,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,,,60666,IL,OHARE,
245,245,589f03d70fcfaaa96e7f1b522299d6aaeb5e7045,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
246,246,7af1db861479da8fb53debaa16f1439e2f392e91,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,,,,,60666,IL,OHARE,
247,247,46d8e089da5d06c7c4677a48aea029bb8ab86fcb,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
248,248,6b72bcb78d102f8e0bfc5bcdf6456243badecc08,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
249,249,a98b84f28de1b01e8ecde7df2e9ab60b36454196,2021-10-31T21:45:00.000,2021-10-31T21:45:00.000,,,,,60666,IL,OHARE,
250,250,29e717f78aa5d53fc364e147c40d0a679d3aa610,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.87400538,-87.66351755,41.89960211,-87.63330804,60607,60610,LOOP,WEST TOWN
251,251,fcfe6cdfd901866f5634bd921541608a6abecdec,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.79259236,-87.76961545,41.89960211,-87.63330804,60638,60610,MIDWAY,WEST TOWN
252,252,b377715abfdb80c687fe3a52350f0074984a750b,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.9386662,-87.71121059,41.92726096,-87.76550161,60618,60639,AVONDALE,LOGAN SQUARE
253,253,77b22c3c0b3b21b3e60c68e78884bd51e21d4c62,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.9386662,-87.71121059,60610,60618,WEST TOWN,AVONDALE
254,254,45eba566758e6835e7f3b9236470cc7008079cd7,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.92268628,-87.64948873,41.89960211,-87.63330804,60614,60610,LOGAN SQUARE,WEST TOWN
255,255,341c592af179c21ff29c8b731628172e22a84346,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
256,256,742042ffe270884d83085e55652261d9e876e332,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.9442266,-87.65599818,41.986711799999995,-87.66341641,60657,60660,LAKEVIEW,EDGEWATER
257,257,0811e5dd525bbf2b77863c374728f2aa310d65db,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.89960211,-87.63330804,41.89060885,-87.75604671,60610,60651,WEST TOWN,HUMBOLDT PARK
258,258,920c7922177f40534f77598cdb00d01dac2c6123,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
259,259,73ca82080dfe2070981074c7febb8593e4e3134d,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,,,,,60666,IL,OHARE,
260,260,049db7b35fafab95c0367e51214aa88682dcfdac,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.89960211,-87.63330804,60610,60610,WEST TOWN,WEST TOWN
261,261,50d1d24a06981e8968924087bad4159b1befff2b,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,,,41.92268628,-87.64948873,60666,60614,OHARE,LOGAN SQUARE
262,262,5e99ceceb9729ff7f9eaf805ee79d30b1c406fcc,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.87400538,-87.66351755,,,60607,IL,LOOP,
263,263,6be3d67331228debc61cbf76058ca233d7787300,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,,,41.98026432,-87.91362459999999,60666,60018,OHARE,OHARE
264,264,8409b0fa860dcbd867bc9b562ad77a8047cc6c7b,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.98026432,-87.91362459999999,,,60018,IL,OHARE,
265,265,a79019a3433747211808bdb0a26124b4f2164ac2,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.97907082,-87.90303966,,,60666,IL,OHARE,
266,266,2d5c57f9437a8841968213ddde9709d6a3b8cb97,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.83511799,-87.61867777,41.83511799,-87.61867777,60616,60616,ARMOUR SQUARE,ARMOUR SQUARE
267,267,abc3b7ecd4f3b7c911128e3c4791f639c7210570,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.85718386,-87.62033462,60610,IL,WEST TOWN,
268,268,15e14e24083c1b4cbcfbb8292e247b6f4e8be5b8,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.98026432,-87.91362459999999,41.79409025,-87.59231086,60018,60637,OHARE,WOODLAWN
269,269,2dbec9b04286e41933e1aaa13753f46eee9f883f,2021-10-31T23:15:00.000,2021-10-31T23:15:00.000,41.89960211,-87.63330804,41.9442266,-87.65599818,60610,60657,WEST TOWN,LAKEVIEW
270,270,0678e61f0e1fc53381efc52327a7d0b8d90a4cf6,2021-10-31T23:15:00.000,2021-10-31T23:30:00.000,41.96581197,-87.65587879,41.986711799999995,-87.66341641,60640,60660,EDGEWATER,EDGEWATER
271,271,80c708f657418498c7bd76148ac1dac931ae7b14,2021-10-31T23:15:00.000,2021-10-31T23:45:00.000,41.97907082,-87.90303966,41.88498719,-87.62099291,60666,60601,OHARE,LOOP
